chromosome,window_start,window_end,Azucena_CG,IR64_CG,Azucena_CHG,IR64_CHG,Azucena_CHH,IR64_CHH,recombination_rate
chr9,11600001,11700000,1603,2013,445,685,19,10,0.235845508
chr9,11700001,11800000,1590,2149,322,463,3,2,0
chr9,11800001,11900000,1204,1564,335,441,4,56,0.235845508
chr9,11900001,12000000,1270,1360,194,327,33,14,0.476193972
chr9,12000001,12100000,1208,1680,234,696,18,35,0.707536525
chr9,12100001,12200000,1250,1874,319,323,62,0,0
chr9,12200001,12300000,1304,1688,347,347,79,5,0.235845508
chr9,12300001,12400000,1008,1873,322,423,62,11,0
chr9,12400001,12500000,1051,1907,228,646,62,24,0.94449975
chr9,12500001,12600000,1100,1288,256,209,36,14,0.708654242
chr9,12600001,12700000,1609,1622,364,378,18,17,0.707536525
chr9,12700001,12800000,934,1709,191,424,76,8,0
chr9,12800001,12900000,1216,1304,284,343,96,66,0
chr9,12900001,13000000,1023,1153,280,170,123,48,0.471691016
chr9,13000001,13100000,1164,1639,330,474,38,89,0.235845508
chr9,13100001,13200000,1039,1220,92,320,17,77,0
chr9,13200001,13300000,1546,1143,282,206,26,92,0
chr9,13300001,13400000,1373,1178,392,222,54,109,0
chr9,13400001,13500000,1892,1251,859,420,0,64,0.235845508
chr9,13500001,13600000,2382,970,1154,357,5,67,0
chr9,13600001,13700000,1893,1297,775,393,8,156,0.235845508
chr9,13700001,13800000,1369,1411,334,366,46,39,0.707536525
chr9,13800001,13900000,1122,1502,261,494,72,44,1.889010145
chr9,13900001,14000000,1247,1399,342,366,55,42,0.471691016
chr9,14000001,14100000,1159,1168,320,172,48,31,1.181473621
chr9,14100001,14200000,1047,1940,239,568,55,79,0.471691016
chr9,14200001,14300000,1012,1697,265,423,112,28,0
chr9,14300001,14400000,1197,2358,369,862,68,0,0.235845508
chr9,14400001,14500000,1264,2603,382,956,7,14,0.471691016
chr9,14500001,14600000,1276,1913,341,784,15,4,0.471691016
chr9,14600001,14700000,1204,2273,314,549,18,22,0
chr9,14700001,14800000,949,2913,171,919,65,28,0.945628112
chr9,14800001,14900000,1047,1537,246,445,43,82,0
chr9,14900001,15000000,1021,1766,156,534,35,70,0
chr9,15000001,15100000,945,1213,213,187,68,68,0
chr9,15100001,15200000,991,953,315,236,52,73,0
chr9,15200001,15300000,1253,1430,375,222,47,141,0
chr9,15300001,15400000,929,1319,355,381,46,71,0
chr9,15400001,15500000,966,1223,408,226,42,41,2.136260079
chr9,15500001,15600000,958,1268,339,291,71,65,1.181473621
chr9,15600001,15700000,1120,1076,233,176,55,77,1.430969633
chr9,15700001,15800000,1372,1163,297,305,11,68,2.129347812
chr9,15800001,15900000,1021,962,182,167,73,46,0.471691016
chr9,15900001,16000000,990,1127,280,270,59,84,0
chr9,16000001,16100000,1173,1328,360,340,87,65,0.235845508
chr9,16100001,16200000,1208,1292,79,345,31,28,0.471691016
chr9,16200001,16300000,716,1272,190,296,76,83,1.179227541
chr9,16300001,16400000,1113,961,402,260,43,51,0.235845508
chr9,16400001,16500000,780,1143,143,393,60,179,0.235845508
chr9,16500001,16600000,817,1252,168,331,48,76,1.650918558
chr9,16600001,16700000,1042,1258,255,183,32,18,0.943382033
chr9,16700001,16800000,1166,1520,345,397,59,37,0.709782604
chr9,16800001,16900000,739,1288,190,236,62,97,0.471691016
chr9,16900001,17000000,983,1103,281,280,41,115,0
chr9,17000001,17100000,952,1571,297,555,63,97,0.471691016
chr9,17100001,17200000,905,920,209,127,84,84,0.235845508
chr9,17200001,17300000,1018,1309,205,415,75,65,1.650918558
chr9,17300001,17400000,1104,1046,425,298,32,146,0
chr9,17400001,17500000,835,947,200,200,121,107,0.471691016
chr9,17500001,17600000,975,1007,338,123,46,39,1.179227541
chr9,17600001,17700000,947,1412,163,393,63,80,0.471691016
chr9,17700001,17800000,1209,1256,466,461,54,102,0
chr9,17800001,17900000,788,1007,149,353,55,24,1.891256225
chr9,17900001,18000000,803,1332,165,333,105,55,0.235845508
chr9,18000001,18100000,919,1537,242,510,138,69,1.417319129
chr9,18100001,18200000,844,740,191,195,43,85,0.943382033
chr9,18200001,18300000,749,1222,162,304,81,114,0
chr9,18300001,18400000,1078,1320,286,517,74,27,0.709782604
chr9,18400001,18500000,752,940,106,206,134,93,0.471691016
chr9,18500001,18600000,851,939,239,273,51,75,0.943382033
chr9,18600001,18700000,883,1254,193,353,78,55,0.709782604
chr9,18700001,18800000,906,1534,270,536,27,16,0.235845508
chr9,18800001,18900000,942,791,231,173,60,77,0.707536525
chr9,18900001,19000000,919,1249,224,279,79,57,0.235845508
chr9,19000001,19100000,984,1116,218,320,47,190,0.471691016
chr9,19100001,19200000,842,1120,233,308,64,65,0.943382033
chr9,19200001,19300000,1078,950,330,254,55,43,0.235845508
chr9,19300001,19400000,1115,1056,118,314,17,78,0
chr9,19400001,19500000,962,1196,172,355,69,154,0.235845508
chr9,19500001,19600000,867,895,129,172,56,125,0.235845508
chr9,19600001,19700000,977,606,111,129,31,156,1.891256225
chr9,19700001,19800000,806,1295,210,318,68,45,2.124855654
chr9,19800001,19900000,955,1193,147,312,64,10,0
chr9,19900001,20000000,1050,1285,294,456,56,84,0
chr9,20000001,20100000,891,1084,158,308,95,20,0.471691016
chr9,20100001,20200000,1006,1005,72,248,66,110,0.235845508
chr9,20200001,20300000,975,857,137,198,79,103,0.708654242
chr9,20300001,20400000,886,1353,152,401,123,25,0.471691016
chr9,20400001,20500000,1045,968,163,193,28,108,0.471691016
chr9,20500001,20600000,702,697,243,106,56,62,0.471691016
chr9,20600001,20700000,776,1013,193,202,56,38,1.181473621
chr9,20700001,20800000,764,1214,129,189,57,38,1.417319129
chr9,20800001,20900000,1140,849,109,131,72,109,0.707536525
chr9,20900001,21000000,949,825,227,133,71,66,0
chr9,21000001,21100000,887,1020,92,302,106,108,0.235845508
chr9,21100001,21200000,976,2582,298,1144,65,4,0
chr9,21200001,21300000,741,3421,161,1029,88,1,0.235845508
chr9,21300001,21400000,927,1162,189,185,92,57,0
chr9,21400001,21500000,655,976,134,119,110,48,0
chr9,21500001,21600000,753,965,157,196,58,188,0
chr9,21600001,21700000,1199,985,111,121,56,72,0
chr9,21700001,21800000,683,1066,87,278,63,33,0
chr9,21800001,21900000,695,1160,161,328,40,108,0.235845508
chr9,21900001,22000000,1035,790,188,80,26,91,1.893502455
chr9,22000001,22100000,858,857,178,205,79,80,0.708654242
chr9,22100001,22200000,853,978,230,148,112,130,0.707536525
chr9,22200001,22300000,771,851,41,155,50,82,0.473937096
chr9,22300001,22400000,810,1035,37,218,44,190,1.650918558
chr9,22400001,22500000,964,1000,187,342,51,79,0.235845508
chr9,22500001,22600000,757,1016,105,106,56,108,1.653164637
chr9,22600001,22700000,477,880,36,191,16,149,0.471691016
chr9,22700001,22800000,673,654,95,181,15,202,0.235845508
chr9,22800001,22900000,672,1055,39,170,51,60,0.471691016
chr9,22900001,23000000,996,762,225,88,24,122,0.473937096
chr9,23000001,23100000,834,1157,213,372,59,13,0.708654242
chr9,23100001,23200000,59,717,12,255,0,71,0
chr9,23200001,23300000,0,1343,0,219,0,41,0
chr9,23300001,23400000,0,1225,0,361,0,89,0
chr9,23400001,23500000,0,713,0,79,0,85,0
chr9,23500001,23600000,0,734,0,80,0,54,0
chr9,23600001,23700000,0,791,0,149,0,29,0
chr9,23700001,23800000,0,1777,0,418,0,18,0
chr9,23800001,23900000,0,1271,0,305,0,96,0
chr9,23900001,24000000,0,719,0,79,0,36,0
chr9,24000001,24100000,0,876,0,164,0,77,0
chr9,24100001,24200000,0,568,0,41,0,107,0
chr9,24200001,24300000,0,581,0,117,0,5,0
chr10,1,100000,1307,1617,446,639,0,14,0
chr10,100001,200000,1574,1920,624,571,23,25,0.235845508
chr10,200001,300000,1745,1621,426,356,16,31,0.235845508
chr10,300001,400000,1257,1186,313,319,48,43,0.707536525
chr10,400001,500000,1172,1445,294,345,7,25,1.437972109
chr10,500001,600000,1496,1893,244,476,16,11,1.417319129
chr10,600001,700000,1480,2238,858,882,2,4,0.471691016
chr10,700001,800000,1822,1851,645,378,12,34,0.471691016
chr10,800001,900000,1619,1821,388,436,5,19,0.235845508
chr10,900001,1000000,1708,2183,501,835,4,0,0.473937096
chr10,1000001,1100000,2090,2352,819,779,0,0,0
chr10,1100001,1200000,1873,1409,811,436,2,35,0.709782604
chr10,1200001,1300000,1297,1947,267,612,13,10,0.235845508
chr10,1300001,1400000,1861,1506,826,399,1,16,0
chr10,1400001,1500000,1177,1403,295,277,7,34,0.707536525
chr10,1500001,1600000,1295,1213,255,201,39,20,0.707536525
chr10,1600001,1700000,1466,1140,372,325,5,12,0.471691016
chr10,1700001,1800000,1203,1524,323,290,8,32,0
chr10,1800001,1900000,1412,1444,250,465,33,62,0.707536525
chr10,1900001,2000000,553,1631,124,568,1,3,0
chr10,2000001,2100000,980,1323,227,272,2,5,0
chr10,2100001,2200000,1214,1537,437,412,47,57,0
chr10,2200001,2300000,1267,1547,299,521,9,26,0.471691016
chr10,2300001,2400000,1638,1698,813,510,53,38,0
chr10,2400001,2500000,1672,1517,236,299,13,7,0.235845508
chr10,2500001,2600000,1375,1297,288,282,35,37,0
chr10,2600001,2700000,1626,1805,482,466,4,19,0
chr10,2700001,2800000,1455,1562,190,316,5,18,0.708654242
chr10,2800001,2900000,1515,1119,534,417,56,73,1.179227541
chr10,2900001,3000000,1794,1644,436,359,22,56,0.709782604
chr10,3000001,3100000,1296,1840,374,394,5,18,0.471691016
chr10,3100001,3200000,1132,984,317,262,88,10,0.943382033
chr10,3200001,3300000,1512,1124,528,394,11,53,0.235845508
chr10,3300001,3400000,1514,1320,465,431,11,12,0.707536525
chr10,3400001,3500000,1913,2002,540,455,9,6,0
chr10,3500001,3600000,1417,1907,730,408,0,19,0
chr10,3600001,3700000,1518,1996,555,505,5,26,0
chr10,3700001,3800000,1257,1386,212,331,21,11,0
chr10,3800001,3900000,1739,1603,521,352,17,5,0
chr10,3900001,4000000,1504,1976,281,593,11,54,0
chr10,4000001,4100000,1676,1865,735,312,4,0,0
chr10,4100001,4200000,1069,1648,440,493,40,22,1.417319129
chr10,4200001,4300000,1306,1298,354,237,56,41,1.417319129
chr10,4300001,4400000,1727,1412,448,506,35,56,0
chr10,4400001,4500000,1619,1252,524,369,13,57,0
chr10,4500001,4600000,1395,1586,278,403,1,35,0.235845508
chr10,4600001,4700000,1793,2052,671,637,1,22,0
chr10,4700001,4800000,1949,1542,507,329,9,19,0
chr10,4800001,4900000,1568,2161,410,612,20,0,0.235845508
chr10,4900001,5000000,1544,2027,551,476,1,15,0
chr10,5000001,5100000,2279,1477,736,350,0,20,0
chr10,5100001,5200000,1430,1697,479,403,9,9,0.236963225
chr10,5200001,5300000,1925,1839,691,582,4,0,0
chr10,5300001,5400000,1387,1972,409,857,2,6,0.471691016
chr10,5400001,5500000,1680,1981,540,698,15,29,0
chr10,5500001,5600000,1821,2252,791,632,3,17,0
chr10,5600001,5700000,1922,1577,764,449,6,8,0
chr10,5700001,5800000,1666,2331,546,565,6,9,0.707536525
chr10,5800001,5900000,1807,1956,591,561,1,0,1.653164637
chr10,5900001,6000000,1336,2248,467,702,18,7,0.943382033
chr10,6000001,6100000,1710,2036,540,604,12,9,0.947874192
chr10,6100001,6200000,1452,1694,479,383,2,15,0.471691016
chr10,6200001,6300000,952,1919,305,640,8,39,0
chr10,6300001,6400000,1324,1304,612,237,1,1,0
chr10,6400001,6500000,1894,2801,485,789,17,31,0
chr10,6500001,6600000,1778,2174,503,563,0,4,0
chr10,6600001,6700000,1628,1980,524,598,7,12,0
chr10,6700001,6800000,1704,1744,720,233,12,63,0
chr10,6800001,6900000,1752,1733,543,522,55,12,0
chr10,6900001,7000000,1833,1865,510,444,8,31,0
chr10,7000001,7100000,1190,2417,398,696,7,4,0
chr10,7100001,7200000,1073,1889,508,377,0,11,0
chr10,7200001,7300000,1648,2025,883,685,0,2,0
chr10,7300001,7400000,1648,2263,728,778,0,1,0
chr10,7400001,7500000,1465,1903,744,733,4,1,0
chr10,7500001,7600000,1679,2106,656,793,1,1,0
chr10,7600001,7700000,1893,1720,756,517,6,0,0
chr10,7700001,7800000,1737,1838,655,719,5,3,0
chr10,7800001,7900000,1573,2026,595,573,3,4,0
chr10,7900001,8000000,1830,2115,605,585,1,8,0
chr10,8000001,8100000,1787,1843,701,631,20,0,0
chr10,8100001,8200000,1881,1782,821,642,11,0,0
chr10,8200001,8300000,1719,1868,755,525,4,6,0
chr10,8300001,8400000,1267,1814,368,679,11,17,0
chr10,8400001,8500000,1507,1995,594,686,28,29,0
chr10,8500001,8600000,1567,1500,730,359,2,7,0
chr10,8600001,8700000,1820,1469,909,673,6,11,0
chr10,8700001,8800000,1700,1941,862,801,3,1,0
chr10,8800001,8900000,1580,2326,703,742,8,0,0
chr10,8900001,9000000,2055,1788,919,771,2,0,0
chr10,9000001,9100000,1438,1682,171,574,0,0,0
chr10,9100001,9200000,2113,2016,562,850,0,4,0
chr10,9200001,9300000,1609,2518,654,980,0,4,0
chr10,9300001,9400000,1761,2662,768,943,4,1,0
chr10,9400001,9500000,1747,1885,854,730,9,1,0
chr10,9500001,9600000,1357,1796,638,566,16,0,0
chr10,9600001,9700000,1435,1863,710,240,11,0,0
chr10,9700001,9800000,1871,2106,1021,648,7,0,0
chr10,9800001,9900000,1452,2166,588,933,4,1,0
chr10,9900001,10000000,1424,1834,463,924,13,3,0
chr10,10000001,10100000,1684,2263,701,868,20,4,0
chr10,10100001,10200000,1840,1776,742,630,4,9,0
chr10,10200001,10300000,1286,1334,388,589,38,0,0
chr10,10300001,10400000,1455,1842,579,677,9,5,0
chr10,10400001,10500000,1774,2046,749,1044,1,4,0
chr10,10500001,10600000,1812,1957,679,852,6,38,0
chr10,10600001,10700000,1422,1739,802,552,1,26,0
chr10,10700001,10800000,1561,2070,637,601,4,35,0
chr10,10800001,10900000,1570,1703,534,437,14,3,0
chr10,10900001,11000000,1559,1404,565,632,1,90,0.235845508
chr10,11000001,11100000,1833,1807,585,494,7,14,0.471691016
chr10,11100001,11200000,1276,2031,402,662,14,2,0.235845508
chr10,11200001,11300000,1487,1840,815,672,11,8,0
chr10,11300001,11400000,1495,2019,364,608,5,4,0
chr10,11400001,11500000,1563,2078,805,718,0,3,0
chr10,11500001,11600000,1457,2097,691,699,17,7,0
chr10,11600001,11700000,1554,2073,528,752,1,28,0
chr10,11700001,11800000,1432,1333,444,458,5,1,0
chr10,11800001,11900000,1590,1884,517,489,7,12,0
chr10,11900001,12000000,1747,1623,754,588,2,1,0
chr10,12000001,12100000,1196,1652,370,430,69,17,0
chr10,12100001,12200000,1688,1815,601,524,1,5,0
chr10,12200001,12300000,1796,1997,590,583,3,23,0.235845508
chr10,12300001,12400000,1589,2163,353,517,56,0,0.707536525
chr10,12400001,12500000,1226,1391,230,355,31,21,0
chr10,12500001,12600000,1594,1599,356,483,11,17,0.235845508
chr10,12600001,12700000,1375,2188,366,635,4,29,0
chr10,12700001,12800000,1391,1076,416,403,18,48,0.945628112
chr10,12800001,12900000,1375,2057,411,661,26,9,1.415073049
chr10,12900001,13000000,1472,1961,373,593,16,7,0
chr10,13000001,13100000,1588,1545,250,366,45,68,2.369728672
chr10,13100001,13200000,1101,1519,379,336,47,40,1.893545497
chr10,13200001,13300000,1422,1853,651,484,16,14,0
chr10,13300001,13400000,1291,1552,368,339,13,28,0
chr10,13400001,13500000,1625,1487,640,361,15,68,0.235845508
chr10,13500001,13600000,1098,1583,514,310,0,14,0
chr10,13600001,13700000,1412,1559,442,285,17,51,0
chr10,13700001,13800000,1704,1125,972,232,1,73,0
chr10,13800001,13900000,2112,1441,1060,622,0,44,0
chr10,13900001,14000000,1837,1589,752,422,1,21,0
chr10,14000001,14100000,1173,2108,758,767,0,28,0
chr10,14100001,14200000,1367,1934,583,783,0,0,0.235845508
chr10,14200001,14300000,1144,1330,204,376,31,25,1.188255051
chr10,14300001,14400000,953,2239,171,881,54,0,1.415073049
chr10,14400001,14500000,1242,2913,204,1242,65,2,0.945628112
chr10,14500001,14600000,1188,2322,274,697,44,4,0.235845508
chr10,14600001,14700000,1301,2156,285,809,16,0,0.235845508
chr10,14700001,14800000,1461,1594,544,553,54,4,0.235845508
chr10,14800001,14900000,1583,1274,541,343,12,50,0
chr10,14900001,15000000,1506,1226,382,192,53,78,0.707536525
chr10,15000001,15100000,1667,1177,496,234,35,152,0.471691016
chr10,15100001,15200000,1297,1383,297,443,4,27,1.179227541
chr10,15200001,15300000,1227,1174,272,174,59,27,0.709782604
chr10,15300001,15400000,1488,1505,128,533,25,37,0.714317955
chr10,15400001,15500000,1105,1851,188,650,17,31,0
chr10,15500001,15600000,1582,1659,578,437,8,25,0
chr10,15600001,15700000,1293,1740,415,501,21,21,0
chr10,15700001,15800000,997,1480,186,303,8,10,0.235845508
chr10,15800001,15900000,969,971,159,160,26,82,0.235845508
chr10,15900001,16000000,1056,1123,265,273,26,39,0.471691016
chr10,16000001,16100000,1128,1573,439,230,93,14,0.943382033
chr10,16100001,16200000,954,1467,278,263,11,8,0.707536525
chr10,16200001,16300000,1215,1261,296,241,30,5,0.235845508
chr10,16300001,16400000,925,1068,212,185,49,72,0.710889676
chr10,16400001,16500000,1185,1495,348,269,14,32,0
chr10,16500001,16600000,1418,1377,401,381,28,10,0.235845508
chr10,16600001,16700000,1064,1308,198,326,59,104,0
chr10,16700001,16800000,1295,1041,399,226,10,39,0.236963225
chr10,16800001,16900000,1508,856,257,89,13,140,0.236963225
chr10,16900001,17000000,1239,1648,375,365,1,40,0
chr10,17000001,17100000,1212,1415,277,328,19,28,0.471691016
chr10,17100001,17200000,1114,1644,198,568,16,9,0.707536525
chr10,17200001,17300000,900,1163,199,208,91,15,0
chr10,17300001,17400000,1057,1891,264,469,33,4,0.235845508
chr10,17400001,17500000,986,1487,312,315,13,47,0.471691016
chr10,17500001,17600000,1353,1135,512,303,29,18,0
chr10,17600001,17700000,1092,1510,287,409,52,68,0.707536525
chr10,17700001,17800000,1272,1210,431,280,14,78,0
chr10,17800001,17900000,1182,1462,411,392,21,77,0
chr10,17900001,18000000,1361,1317,381,266,11,45,0
chr10,18000001,18100000,1749,1476,757,428,13,59,0
chr10,18100001,18200000,1233,1103,357,203,35,25,0
chr10,18200001,18300000,1461,1955,225,487,19,4,1.658785309
chr10,18300001,18400000,1290,2023,109,453,36,11,0
chr10,18400001,18500000,1142,1185,137,335,54,21,0.235845508
chr10,18500001,18600000,1355,1595,409,228,22,21,0.472808734
chr10,18600001,18700000,892,1356,399,239,21,91,0
chr10,18700001,18800000,946,1161,290,101,24,63,0
chr10,18800001,18900000,1062,1423,364,285,6,20,0
chr10,18900001,19000000,1047,936,281,247,12,13,0.707536525
chr10,19000001,19100000,1062,1562,269,622,43,26,0
chr10,19100001,19200000,1219,760,362,118,49,25,0.235845508
chr10,19200001,19300000,1022,1509,156,487,18,31,0.707536525
chr10,19300001,19400000,957,976,136,225,89,98,0.471691016
chr10,19400001,19500000,1324,997,467,169,22,33,0.235845508
chr10,19500001,19600000,1117,913,200,193,18,21,0.473926451
chr10,19600001,19700000,1086,1239,123,259,54,59,2.597664387
chr10,19700001,19800000,1005,1288,218,597,154,20,0.471691016
chr10,19800001,19900000,1090,877,231,125,138,36,1.179227541
chr10,19900001,20000000,1173,959,386,111,68,115,0.235845508
chr10,20000001,20100000,734,1027,198,191,23,139,1.181473621
chr10,20100001,20200000,1031,1162,167,300,17,184,0.235845508
chr10,20200001,20300000,1139,1177,281,487,47,95,0.471691016
chr10,20300001,20400000,949,1144,104,376,83,41,0.471691016
chr10,20400001,20500000,1052,1092,218,208,45,12,0.709782604
chr10,20500001,20600000,847,1210,198,294,78,63,1.192878046
chr10,20600001,20700000,1241,915,141,194,25,77,0.235845508
chr10,20700001,20800000,1022,1028,164,259,82,115,0.471691016
chr10,20800001,20900000,854,1050,157,165,69,48,0.235845508
chr10,20900001,21000000,783,973,62,152,60,46,0.473937096
chr10,21000001,21100000,847,1250,133,259,121,41,1.427508014
chr10,21100001,21200000,1033,1023,218,177,38,117,1.426314394
chr10,21200001,21300000,1034,852,117,144,73,76,1.428625731
chr10,21300001,21400000,1045,1010,428,207,51,123,0.476193972
chr10,21400001,21500000,932,908,115,130,63,161,0.71203948
chr10,21500001,21600000,789,1104,186,268,181,58,0.235845508
chr10,21600001,21700000,616,1062,134,152,73,102,0.943382033
chr10,21700001,21800000,832,1131,206,376,126,66,0.707536525
chr10,21800001,21900000,1037,960,326,187,51,167,0.235845508
chr10,21900001,22000000,930,1014,412,291,52,210,0.235845508
chr10,22000001,22100000,1122,619,374,168,101,148,0.471691016
chr10,22100001,22200000,788,983,175,322,120,216,0.946745829
chr10,22200001,22300000,1627,983,490,310,40,96,0
chr10,22300001,22400000,1102,1064,435,328,73,83,0
chr10,22400001,22500000,910,1308,89,587,35,123,0
chr10,22500001,22600000,1117,762,267,196,49,85,0.707536525
chr10,22600001,22700000,891,1340,141,381,59,67,0.945628112
chr10,22700001,22800000,893,2117,222,548,57,18,0.471691016
chr10,22800001,22900000,1091,1299,217,373,28,41,0.707536525
chr10,22900001,23000000,1008,966,225,213,116,61,0
chr10,23000001,23100000,1008,1204,168,288,60,133,0.235845508
chr10,23100001,23200000,972,1062,94,282,27,128,0
chr10,23200001,23300000,1165,1082,323,300,7,84,0.943382033
chr10,23300001,23400000,622,1190,265,289,84,45,0.943382033
chr10,23400001,23500000,659,1128,120,252,92,197,0.709782604
chr10,23500001,23600000,583,927,226,152,137,68,2.614732526
chr10,23600001,23700000,1182,1063,276,195,46,35,0.471691016
chr10,23700001,23800000,1133,1192,330,367,60,20,0.235845508
chr10,23800001,23900000,665,694,69,338,127,72,0.471691016
chr10,23900001,24000000,779,1011,150,321,69,103,0.471691016
chr10,24000001,24100000,1006,582,22,177,68,186,0.235845508
chr10,24100001,24200000,758,1062,124,271,45,80,1.181473621
chr10,24200001,24300000,897,1070,104,364,50,85,0.235845508
chr10,24300001,24400000,1154,688,172,109,98,110,0.471691016
chr10,24400001,24500000,848,893,112,186,97,72,0.707536525
chr10,24500001,24600000,1210,837,348,42,139,49,0
chr10,24600001,24700000,1101,762,429,185,35,112,0.943382033
chr10,24700001,24800000,918,866,91,128,44,94,0
chr10,24800001,24900000,1098,1138,601,241,45,187,0
chr10,24900001,25000000,1654,795,506,242,27,142,0
chr10,25000001,25100000,969,1098,370,289,0,139,0
chr10,25100001,25200000,0,939,0,417,0,94,0
chr10,25200001,25300000,0,820,0,167,0,51,0
chr10,25300001,25400000,0,1160,0,601,0,60,0
chr10,25400001,25500000,0,2237,0,804,0,0,0
chr11,1,100000,3086,1513,1285,332,51,16,0
chr11,100001,200000,1711,1140,462,273,25,65,0.473937096
chr11,200001,300000,971,1113,200,235,59,128,0.707536525
chr11,300001,400000,789,906,268,284,39,39,0.709782604
chr11,400001,500000,709,752,265,289,95,124,0.947874192
chr11,500001,600000,1315,1596,395,442,17,39,0.235845508
chr11,600001,700000,1015,1214,157,201,59,82,0
chr11,700001,800000,1119,1164,244,213,43,48,1.653164637
chr11,800001,900000,831,824,143,202,67,112,1.179227541
chr11,900001,1000000,1070,1334,308,303,92,103,0.235845508
chr11,1000001,1100000,1905,2249,1010,1010,2,1,0
chr11,1100001,1200000,901,1473,227,397,67,126,1.653164637
chr11,1200001,1300000,1264,1126,444,237,48,26,0.471691016
chr11,1300001,1400000,775,864,111,167,58,69,1.181473621
chr11,1400001,1500000,917,800,50,93,29,47,0.707536525
chr11,1500001,1600000,1235,1386,287,380,51,48,0.235845508
chr11,1600001,1700000,618,822,123,117,23,35,0.235845508
chr11,1700001,1800000,867,830,121,110,14,12,0.235845508
chr11,1800001,1900000,826,1064,155,186,35,89,0
chr11,1900001,2000000,839,1021,198,195,11,48,0.707536525
chr11,2000001,2100000,538,634,112,81,20,85,0.235845508
chr11,2100001,2200000,967,885,195,255,25,134,0.235845508
chr11,2200001,2300000,885,1293,165,337,93,70,0.471691016
chr11,2300001,2400000,1027,679,365,139,33,116,0.235845508
chr11,2400001,2500000,743,859,114,164,84,58,0.943382033
chr11,2500001,2600000,968,757,130,233,88,90,0.707536525
chr11,2600001,2700000,654,668,213,123,68,99,1.415073049
chr11,2700001,2800000,891,1320,272,394,50,11,0.471691016
chr11,2800001,2900000,976,784,216,138,41,53,0.235845508
chr11,2900001,3000000,691,1013,171,227,14,32,0.471691016
chr11,3000001,3100000,824,1437,132,455,13,30,0.235845508
chr11,3100001,3200000,1229,1596,387,588,21,8,0
chr11,3200001,3300000,1052,1225,331,240,15,92,0.707536525
chr11,3300001,3400000,1082,1022,249,177,30,62,1.419565208
chr11,3400001,3500000,949,958,215,126,43,92,0
chr11,3500001,3600000,1035,1298,368,237,45,33,0
chr11,3600001,3700000,1532,1402,282,206,22,17,2.601038829
chr11,3700001,3800000,1352,858,179,65,7,66,1.181473621
chr11,3800001,3900000,1040,1651,103,576,24,37,0.471691016
chr11,3900001,4000000,894,1593,323,610,112,78,2.129347812
chr11,4000001,4100000,1443,1061,494,284,53,105,0
chr11,4100001,4200000,979,1181,206,273,51,37,1.181473621
chr11,4200001,4300000,1474,2078,349,480,34,26,0
chr11,4300001,4400000,1170,1152,227,116,36,56,0.473937096
chr11,4400001,4500000,1083,1171,146,164,19,55,0.94449975
chr11,4500001,4600000,1228,1427,434,328,11,13,0.707536525
chr11,4600001,4700000,1519,1577,554,461,55,27,0
chr11,4700001,4800000,502,1315,161,275,0,9,0
chr11,4800001,4900000,919,1208,138,306,45,31,0.235845508
chr11,4900001,5000000,1074,1183,165,138,8,38,0
chr11,5000001,5100000,1226,1611,283,545,86,80,0
chr11,5100001,5200000,1193,1249,356,334,19,71,0
chr11,5200001,5300000,1021,1245,281,304,8,11,0
chr11,5300001,5400000,1324,1474,514,273,16,29,0
chr11,5400001,5500000,1872,711,599,141,17,135,0
chr11,5500001,5600000,944,1023,159,189,94,67,0.943382033
chr11,5600001,5700000,1133,1333,258,376,19,25,0.707536525
chr11,5700001,5800000,1295,1548,329,537,45,21,0
chr11,5800001,5900000,984,1234,345,212,78,79,0.235845508
chr11,5900001,6000000,1143,1202,221,249,12,42,0.235845508
chr11,6000001,6100000,1334,1545,369,446,18,8,0.235845508
chr11,6100001,6200000,1294,1651,358,491,15,47,0.945628112
chr11,6200001,6300000,1472,1775,610,504,30,6,0
chr11,6300001,6400000,1435,1946,437,611,1,2,0.235845508
chr11,6400001,6500000,1184,1252,313,196,35,34,0.471691016
chr11,6500001,6600000,1463,1095,445,186,42,44,0.707536525
chr11,6600001,6700000,1545,1349,466,377,67,37,0
chr11,6700001,6800000,1394,1341,423,366,41,41,0
chr11,6800001,6900000,862,1356,129,380,70,42,0
chr11,6900001,7000000,982,1012,230,334,22,16,0.235845508
chr11,7000001,7100000,1148,984,526,144,19,67,0.235845508
chr11,7100001,7200000,1044,1228,174,386,27,31,1.181473621
chr11,7200001,7300000,1640,1980,391,540,12,27,0.471691016
chr11,7300001,7400000,1053,1360,278,264,20,27,0.235845508
chr11,7400001,7500000,987,1095,215,181,25,65,0.471691016
chr11,7500001,7600000,926,1120,136,271,23,15,1.179227541
chr11,7600001,7700000,1150,972,362,96,41,65,0.235845508
chr11,7700001,7800000,1216,1168,180,359,95,135,1.655421513
chr11,7800001,7900000,1102,1261,221,204,49,38,0.235845508
chr11,7900001,8000000,1596,1812,466,626,15,39,0
chr11,8000001,8100000,1888,1780,730,527,6,26,0
chr11,8100001,8200000,1731,1990,856,482,2,4,0
chr11,8200001,8300000,1822,1621,453,652,6,55,0
chr11,8300001,8400000,1375,1710,377,579,32,14,0
chr11,8400001,8500000,1596,1802,689,461,37,29,0
chr11,8500001,8600000,1616,1959,405,548,0,5,0.235845508
